datetime,epoch,memory_used,memory_free,gpu_0_memory_used,gpu_0_memory_free,gpu_1_memory_used,gpu_1_memory_free,gpu_2_memory_used,gpu_2_memory_free,gpu_3_memory_used,gpu_3_memory_free,gpu_4_memory_used,gpu_4_memory_free,gpu_5_memory_used,gpu_5_memory_free,gpu_6_memory_used,gpu_6_memory_free,gpu_7_memory_used,gpu_7_memory_free
2022-07-27 05:03:22.082681,0,68647563264,4279754752,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:24.085726,0,68648009728,4280320000,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:26.088966,0,68650057728,4279029760,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:28.092453,0,68648509440,4279173120,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:30.095981,0,70093877248,2835193856,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:32.099427,0,68649267200,4279599104,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:34.108297,0,68652507136,4275478528,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:36.111355,0,68650815488,4278235136,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:38.114414,0,68651102208,4277547008,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:40.118295,0,68652634112,4276404224,26271.4375,22868.5625,17706.4375,31433.5625,16560.4375,32579.5625,15922.4375,33217.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
2022-07-27 05:03:42.121569,0,68650352640,4277694464,26271.4375,22868.5625,18798.4375,30341.5625,17780.4375,31359.5625,17044.4375,32095.5625,20024.4375,29115.5625,20828.4375,28311.5625,18418.4375,30721.5625,18614.4375,30525.5625
