2,0,7990.91827429703,19.41557669697795,2894.739533307962,3999.780603824067
7,0,7990.931875213049,18.730152026866563,2898.384265134344,3999.977024357766
4,0,7990.932027850999,22.678644350147806,2809.4851608522004,4005.9270855081268
3,0,7990.935599506949,21.30996578570921,2822.7519701245474,4006.3271352101583
5,0,7990.938369389041,22.617544712964445,2830.5744372154586,4006.608664986561
6,0,7990.939143291907,23.14768528251443,2836.4597476839554,4007.424452453153
1,0,7990.940626666998,23.06895150220953,2828.920394506771,4005.9175153854303
0,0,7990.941839138046,19.556782222236507,2820.785338763846,4007.3451865589013
1,1,7994.266681930982,23.06459763343446,2824.188115437515,4010.975926474086
2,1,7994.291312339017,23.72929150890559,2844.5443193723913,4014.635397270089
5,1,7994.275511953048,22.526789934374392,2829.329320566845,4011.5355033953674
6,1,7994.27872473211,20.443854284123518,2855.430126685882,4011.1057698172517
3,1,7994.284267326933,22.58532429416664,2819.6998265241273,4015.7793799741194
4,1,7994.288724054,23.400098435697146,2792.6171245496953,4015.78863832762
7,1,7994.290706152911,21.231473498628475,2846.171546850237,4011.343771021231
0,1,7994.290028347983,19.383373601478525,2838.905845842208,4014.3776770732366
1,2,8046.300800536992,22.70813131565228,2825.4426976928953,4011.166023419006
4,2,8046.2926732599735,20.41996836371254,2834.434624245041,4008.7642792051192
5,2,8046.308216737001,22.139521217090078,2831.1129251618404,4010.227485891315
7,2,8046.299609982991,22.19327031588182,2836.805124237202,4012.971713297302
3,2,8046.304886750993,21.264746552333236,2828.476997132646,4012.1331419860944
2,2,8046.315015221015,20.10581019439269,2889.342243866762,4007.1578305702424
6,2,8046.307250027079,23.82345060177613,2825.5435423776507,4013.323850226123
0,2,8046.298627906013,19.297559165745042,2840.580052735284,4013.049900895916
