datetime,epoch,rank,gpu_memory_allocated,gpu_memory_reserved
2022-07-28 08:58:32.464932,0,0,1000865792,17790140416
2022-07-28 08:58:32.464934,0,7,1000865792,18045992960
2022-07-28 08:58:32.465000,0,4,1000865792,19306381312
2022-07-28 08:58:32.465043,0,1,1000865792,13795065856
2022-07-28 08:58:32.465080,0,3,1000865792,16850616320
2022-07-28 08:58:32.465119,0,5,1000865792,21105737728
2022-07-28 08:58:32.465110,0,6,1000865792,24654118912
2022-07-28 08:58:32.465432,0,2,1000865792,22290628608
2022-07-28 08:58:33.309679,0,1,1000865792,13795065856
2022-07-28 08:58:33.309693,0,5,1000865792,21105737728
2022-07-28 08:58:33.309691,0,7,1000865792,18045992960
2022-07-28 08:58:33.309699,0,6,1000865792,24654118912
2022-07-28 08:58:33.309699,0,0,1000865792,17790140416
2022-07-28 08:58:33.309701,0,3,1000865792,16850616320
2022-07-28 08:58:33.309701,0,4,1000865792,19306381312
2022-07-28 08:58:33.310156,0,2,1000865792,22290628608
2022-07-28 08:58:34.150192,0,5,1000865792,21105737728
2022-07-28 08:58:34.150210,0,1,1000865792,13795065856
2022-07-28 08:58:34.150211,0,7,1000865792,18045992960
2022-07-28 08:58:34.150221,0,6,1000865792,24654118912
2022-07-28 08:58:34.150222,0,0,1000865792,17790140416
2022-07-28 08:58:34.150218,0,4,1000865792,19306381312
2022-07-28 08:58:34.150210,0,3,1000865792,16850616320
2022-07-28 08:58:34.150778,0,2,1000865792,22290628608
2022-07-28 08:58:35.020725,0,5,1000865792,21105737728
2022-07-28 08:58:35.020717,0,0,1000865792,17790140416
2022-07-28 08:58:35.020732,0,7,1000865792,18045992960
2022-07-28 08:58:35.020749,0,3,1000865792,16850616320
2022-07-28 08:58:35.020750,0,2,1000865792,22290628608
2022-07-28 08:58:35.020746,0,4,1000865792,19306381312
2022-07-28 08:58:35.021118,0,6,1000865792,24654118912
2022-07-28 08:58:35.021289,0,1,1000865792,13795065856
2022-07-28 08:58:35.846226,0,5,1000865792,21105737728
2022-07-28 08:58:35.846241,0,6,1000865792,24654118912
2022-07-28 08:58:35.846249,0,7,1000865792,18045992960
2022-07-28 08:58:35.846243,0,1,1000865792,13795065856
2022-07-28 08:58:35.846254,0,4,1000865792,19306381312
2022-07-28 08:58:35.846262,0,3,1000865792,16850616320
2022-07-28 08:58:35.846369,0,2,1000865792,22290628608
2022-07-28 08:58:35.846680,0,0,1000865792,17790140416
2022-07-28 08:58:36.713728,0,7,1000865792,18045992960
2022-07-28 08:58:36.713747,0,2,1000865792,22290628608
2022-07-28 08:58:36.713769,0,4,1000865792,19306381312
2022-07-28 08:58:36.713869,0,1,1000865792,13795065856
2022-07-28 08:58:36.713902,0,6,1000865792,24654118912
2022-07-28 08:58:36.713917,0,5,1000865792,21105737728
2022-07-28 08:58:36.713920,0,3,1000865792,16850616320
2022-07-28 08:58:36.714213,0,0,1000865792,17790140416
2022-07-28 08:58:37.574057,0,5,1000865792,21105737728
2022-07-28 08:58:37.574068,0,7,1000865792,18045992960
2022-07-28 08:58:37.574073,0,3,1000865792,16850616320
2022-07-28 08:58:37.574068,0,2,1000865792,22290628608
2022-07-28 08:58:37.574075,0,6,1000865792,24654118912
2022-07-28 08:58:37.574088,0,4,1000865792,19306381312
2022-07-28 08:58:37.574111,0,1,1000865792,13795065856
2022-07-28 08:58:37.574524,0,0,1000865792,17790140416
2022-07-28 08:58:38.501597,0,5,1000865792,21105737728
2022-07-28 08:58:38.501606,0,7,1000865792,18045992960
2022-07-28 08:58:38.501617,0,6,1000865792,24654118912
2022-07-28 08:58:38.501613,0,2,1000865792,22290628608
2022-07-28 08:58:38.501608,0,1,1000865792,13795065856
2022-07-28 08:58:38.501626,0,3,1000865792,16850616320
2022-07-28 08:58:38.501627,0,0,1000865792,17790140416
2022-07-28 08:58:38.502172,0,4,1000865792,19306381312
2022-07-28 08:58:39.371924,0,7,1000865792,18045992960
2022-07-28 08:58:39.371925,0,5,1000865792,21105737728
2022-07-28 08:58:39.371938,0,1,1000865792,13795065856
2022-07-28 08:58:39.371953,0,6,1000865792,24654118912
2022-07-28 08:58:39.371954,0,0,1000865792,17790140416
2022-07-28 08:58:39.371949,0,3,1000865792,16850616320
2022-07-28 08:58:39.371983,0,4,1000865792,19306381312
2022-07-28 08:58:39.372423,0,2,1000865792,22290628608
2022-07-28 08:58:40.253498,0,5,1000865792,21105737728
2022-07-28 08:58:40.253505,0,1,1000865792,13795065856
2022-07-28 08:58:40.253507,0,7,1000865792,18045992960
2022-07-28 08:58:40.253519,0,4,1000865792,19306381312
2022-07-28 08:58:40.253506,0,3,1000865792,16850616320
2022-07-28 08:58:40.253523,0,6,1000865792,24654118912
2022-07-28 08:58:40.253521,0,0,1000865792,17794334720
2022-07-28 08:58:40.253997,0,2,1000865792,22290628608
2022-07-28 08:58:41.139345,0,5,1000865792,21105737728
2022-07-28 08:58:41.139354,0,2,1000865792,22290628608
2022-07-28 08:58:41.139346,0,7,1000865792,18045992960
2022-07-28 08:58:41.139362,0,6,1000865792,24654118912
2022-07-28 08:58:41.139363,0,4,1000865792,19306381312
2022-07-28 08:58:41.139359,0,3,1000865792,16850616320
2022-07-28 08:58:41.139674,0,1,1000865792,13795065856
2022-07-28 08:58:41.139775,0,0,1000865792,17794334720
2022-07-28 08:58:42.042182,0,5,1000865792,21105737728
2022-07-28 08:58:42.042187,0,7,1000865792,18045992960
2022-07-28 08:58:42.042186,0,1,1000865792,13795065856
2022-07-28 08:58:42.042189,0,6,1000865792,24654118912
2022-07-28 08:58:42.042206,0,2,1000865792,22290628608
2022-07-28 08:58:42.042195,0,3,1000865792,16850616320
2022-07-28 08:58:42.042208,0,4,1000865792,19306381312
2022-07-28 08:58:42.042672,0,0,1000865792,17794334720
2022-07-28 08:58:42.955924,0,7,1000865792,18045992960
2022-07-28 08:58:42.955927,0,0,1000865792,17794334720
2022-07-28 08:58:42.955951,0,1,1000865792,13795065856
2022-07-28 08:58:42.955982,0,4,1000865792,19306381312
2022-07-28 08:58:42.956070,0,5,1000865792,21105737728
2022-07-28 08:58:42.956100,0,6,1000865792,24654118912
2022-07-28 08:58:42.956138,0,3,1000865792,16850616320
2022-07-28 08:58:42.956424,0,2,1000865792,22290628608
2022-07-28 08:58:43.809312,0,7,1000865792,18045992960
2022-07-28 08:58:43.809305,0,5,1000865792,21105737728
2022-07-28 08:58:43.809300,0,0,1000865792,17794334720
2022-07-28 08:58:43.809325,0,6,1000865792,24654118912
2022-07-28 08:58:43.809315,0,1,1000865792,13795065856
2022-07-28 08:58:43.809323,0,4,1000865792,19306381312
2022-07-28 08:58:43.809338,0,3,1000865792,16850616320
2022-07-28 08:58:43.809820,0,2,1000865792,22290628608
2022-07-28 08:58:44.670529,0,5,1000865792,21105737728
2022-07-28 08:58:44.670537,0,7,1000865792,18045992960
2022-07-28 08:58:44.670522,0,0,1000865792,17794334720
2022-07-28 08:58:44.670542,0,6,1000865792,24654118912
2022-07-28 08:58:44.670540,0,3,1000865792,16850616320
2022-07-28 08:58:44.670540,0,1,1000865792,13795065856
2022-07-28 08:58:44.670568,0,4,1000865792,19306381312
2022-07-28 08:58:44.671015,0,2,1000865792,22290628608
2022-07-28 08:58:45.553385,0,5,1000865792,21105737728
2022-07-28 08:58:45.553398,0,7,1000865792,18045992960
2022-07-28 08:58:45.553407,0,2,1000865792,22290628608
2022-07-28 08:58:45.553406,0,3,1000865792,16850616320
2022-07-28 08:58:45.553424,0,6,1000865792,24654118912
2022-07-28 08:58:45.553412,0,4,1000865792,19306381312
2022-07-28 08:58:45.553413,0,1,1000865792,13795065856
2022-07-28 08:58:45.553842,0,0,1000865792,17794334720
2022-07-28 08:58:46.439390,0,1,1000865792,13795065856
2022-07-28 08:58:46.439390,0,0,1000865792,17794334720
2022-07-28 08:58:46.439398,0,7,1000865792,18045992960
2022-07-28 08:58:46.439403,0,2,1000865792,22290628608
2022-07-28 08:58:46.439431,0,3,1000865792,16850616320
2022-07-28 08:58:46.439457,0,5,1000865792,21105737728
2022-07-28 08:58:46.439536,0,6,1000865792,24654118912
2022-07-28 08:58:46.439894,0,4,1000865792,19306381312
2022-07-28 08:58:47.285883,0,5,1000865792,21105737728
2022-07-28 08:58:47.285884,0,7,1000865792,18045992960
2022-07-28 08:58:47.285887,0,2,1000865792,22290628608
2022-07-28 08:58:47.285890,0,3,1000865792,16850616320
2022-07-28 08:58:47.285896,0,6,1000865792,24654118912
2022-07-28 08:58:47.285909,0,0,1000865792,17794334720
2022-07-28 08:58:47.285962,0,4,1000865792,19306381312
2022-07-28 08:58:47.286342,0,1,1000865792,13795065856
2022-07-28 08:58:48.141770,0,3,1000865792,16850616320
2022-07-28 08:58:48.141779,0,5,1000865792,21105737728
2022-07-28 08:58:48.141772,0,6,1000865792,24654118912
2022-07-28 08:58:48.141770,0,7,1000865792,18045992960
2022-07-28 08:58:48.141785,0,0,1000865792,17794334720
2022-07-28 08:58:48.141817,0,4,1000865792,19306381312
2022-07-28 08:58:48.141936,0,1,1000865792,13795065856
2022-07-28 08:58:48.142227,0,2,1000865792,22290628608
2022-07-28 08:58:49.206964,0,3,1000865792,20367540224
2022-07-28 08:58:49.206994,0,0,1000865792,17794334720
2022-07-28 08:58:49.206995,0,1,1000865792,13795065856
2022-07-28 08:58:49.207010,0,6,1000865792,24654118912
2022-07-28 08:58:49.207005,0,2,1000865792,22292725760
2022-07-28 08:58:49.207000,0,4,1000865792,23850909696
2022-07-28 08:58:49.207018,0,5,1000865792,21105737728
2022-07-28 08:58:49.207524,0,7,1000865792,18062770176
2022-07-28 08:58:50.043522,0,5,1000865792,21105737728
2022-07-28 08:58:50.043540,0,0,1000865792,17794334720
2022-07-28 08:58:50.043553,0,6,1000865792,24654118912
2022-07-28 08:58:50.043533,0,7,1000865792,18062770176
2022-07-28 08:58:50.043547,0,4,1000865792,23850909696
2022-07-28 08:58:50.043568,0,1,1000865792,13795065856
2022-07-28 08:58:50.043694,0,3,1000865792,20367540224
2022-07-28 08:58:50.044012,0,2,1000865792,22292725760
2022-07-28 08:58:50.931628,0,3,1000865792,20367540224
2022-07-28 08:58:50.931656,0,6,1000865792,24654118912
2022-07-28 08:58:50.931653,0,7,1000865792,18062770176
2022-07-28 08:58:50.931656,0,5,1000865792,21105737728
2022-07-28 08:58:50.931664,0,2,1000865792,22292725760
2022-07-28 08:58:50.931678,0,4,1000865792,23850909696
2022-07-28 08:58:50.931731,0,0,1000865792,17794334720
2022-07-28 08:58:50.932114,0,1,1000865792,13795065856
2022-07-28 08:58:51.766372,0,5,1000865792,21105737728
2022-07-28 08:58:51.766386,0,6,1000865792,24654118912
2022-07-28 08:58:51.766386,0,0,1000865792,17794334720
2022-07-28 08:58:51.766412,0,7,1000865792,18062770176
2022-07-28 08:58:51.766401,0,2,1000865792,22292725760
2022-07-28 08:58:51.766399,0,4,1000865792,23850909696
2022-07-28 08:58:51.766401,0,1,1000865792,13795065856
2022-07-28 08:58:51.766814,0,3,1000865792,20367540224
2022-07-28 08:58:52.610945,0,7,1000865792,18062770176
2022-07-28 08:58:52.610964,0,6,1000865792,24654118912
2022-07-28 08:58:52.610959,0,5,1000865792,21105737728
2022-07-28 08:58:52.610946,0,1,1000865792,13795065856
2022-07-28 08:58:52.610949,0,0,1000865792,17794334720
2022-07-28 08:58:52.610967,0,4,1000865792,23850909696
2022-07-28 08:58:52.611120,0,3,1000865792,20367540224
2022-07-28 08:58:52.611431,0,2,1000865792,22292725760
2022-07-28 08:58:53.435405,0,7,1000865792,18062770176
2022-07-28 08:58:53.435405,0,6,1000865792,24654118912
2022-07-28 08:58:53.435400,0,0,1000865792,17794334720
2022-07-28 08:58:53.435402,0,5,1000865792,21105737728
2022-07-28 08:58:53.435419,0,3,1000865792,20367540224
2022-07-28 08:58:53.435406,0,1,1000865792,13795065856
2022-07-28 08:58:53.435429,0,4,1000865792,23850909696
2022-07-28 08:58:53.435882,0,2,1000865792,22292725760
2022-07-28 08:58:54.289938,0,5,1000865792,21105737728
2022-07-28 08:58:54.289937,0,0,1000865792,17794334720
2022-07-28 08:58:54.289963,0,6,1000865792,24654118912
2022-07-28 08:58:54.289950,0,7,1000865792,18062770176
2022-07-28 08:58:54.289958,0,2,1000865792,22292725760
2022-07-28 08:58:54.289968,0,4,1000865792,23850909696
2022-07-28 08:58:54.289978,0,1,1000865792,13795065856
2022-07-28 08:58:54.290396,0,3,1000865792,20367540224
2022-07-28 08:58:55.132491,0,6,1000865792,24654118912
2022-07-28 08:58:55.132484,0,5,1000865792,21105737728
2022-07-28 08:58:55.132487,0,7,1000865792,18062770176
2022-07-28 08:58:55.132493,0,0,1000865792,17794334720
2022-07-28 08:58:55.132487,0,1,1000865792,13795065856
2022-07-28 08:58:55.132512,0,4,1000865792,23850909696
2022-07-28 08:58:55.132593,0,3,1000865792,20367540224
2022-07-28 08:58:55.132976,0,2,1000865792,22292725760
2022-07-28 08:58:56.021590,0,3,1000865792,20367540224
2022-07-28 08:58:56.021598,0,0,1000865792,17794334720
2022-07-28 08:58:56.021605,0,1,1000865792,13795065856
2022-07-28 08:58:56.021618,0,5,1000865792,21105737728
2022-07-28 08:58:56.021634,0,2,1000865792,22292725760
2022-07-28 08:58:56.021639,0,4,1000865792,23850909696
2022-07-28 08:58:56.021742,0,6,1000865792,24654118912
2022-07-28 08:58:56.022095,0,7,1000865792,18062770176
2022-07-28 08:58:56.870426,0,3,1000865792,20367540224
2022-07-28 08:58:56.870427,0,5,1000865792,21105737728
2022-07-28 08:58:56.870429,0,0,1000865792,17794334720
2022-07-28 08:58:56.870446,0,1,1000865792,13795065856
2022-07-28 08:58:56.870467,0,2,1000865792,22292725760
2022-07-28 08:58:56.870530,0,4,1000865792,23850909696
2022-07-28 08:58:56.870688,0,6,1000865792,24654118912
2022-07-28 08:58:56.870903,0,7,1000865792,18062770176
2022-07-28 08:58:57.860021,0,3,1000865792,20367540224
2022-07-28 08:58:57.860034,0,1,1000865792,13795065856
2022-07-28 08:58:57.860034,0,5,1000865792,21105737728
2022-07-28 08:58:57.860059,0,6,1000865792,24654118912
2022-07-28 08:58:57.860037,0,0,1000865792,17794334720
2022-07-28 08:58:57.860052,0,2,1000865792,22292725760
2022-07-28 08:58:57.860068,0,4,1000865792,23850909696
2022-07-28 08:58:57.860516,0,7,1000865792,18062770176
2022-07-28 08:58:58.730340,0,3,1000865792,20367540224
2022-07-28 08:58:58.730360,0,5,1000865792,21105737728
2022-07-28 08:58:58.730366,0,2,1000865792,22292725760
2022-07-28 08:58:58.730371,0,0,1000865792,17794334720
2022-07-28 08:58:58.730394,0,1,1000865792,13795065856
2022-07-28 08:58:58.730393,0,4,1000865792,23850909696
2022-07-28 08:58:58.730449,0,6,1000865792,24654118912
2022-07-28 08:58:58.730822,0,7,1000865792,18062770176
2022-07-28 08:58:59.588689,0,2,1000865792,22292725760
2022-07-28 08:58:59.588691,0,0,1000865792,17794334720
2022-07-28 08:58:59.588705,0,5,1000865792,21105737728
2022-07-28 08:58:59.588694,0,1,1000865792,13795065856
2022-07-28 08:58:59.588703,0,4,1000865792,23850909696
2022-07-28 08:58:59.588719,0,6,1000865792,24654118912
2022-07-28 08:58:59.588731,0,3,1000865792,20367540224
2022-07-28 08:58:59.589157,0,7,1000865792,18062770176
2022-07-28 08:59:00.607847,0,3,1000865792,20367540224
2022-07-28 08:59:00.607863,0,7,1000865792,18062770176
2022-07-28 08:59:00.607869,0,4,1000865792,23850909696
2022-07-28 08:59:00.607879,0,5,1000865792,21105737728
2022-07-28 08:59:00.607884,0,6,1000865792,24654118912
2022-07-28 08:59:00.607895,0,0,1000865792,17794334720
2022-07-28 08:59:00.608321,0,1,1000865792,13795065856
2022-07-28 08:59:00.608487,0,2,1000865792,22292725760
2022-07-28 08:59:01.436721,0,5,1000865792,21105737728
2022-07-28 08:59:01.436734,0,3,1000865792,20367540224
2022-07-28 08:59:01.436740,0,0,1000865792,17794334720
2022-07-28 08:59:01.436746,0,1,1000865792,13795065856
2022-07-28 08:59:01.436757,0,2,1000865792,22292725760
2022-07-28 08:59:01.436773,0,4,1000865792,23850909696
2022-07-28 08:59:01.436870,0,6,1000865792,24654118912
2022-07-28 08:59:01.437205,0,7,1000865792,18062770176
2022-07-28 08:59:02.283193,0,5,1000865792,21105737728
2022-07-28 08:59:02.283193,0,1,1000865792,13795065856
2022-07-28 08:59:02.283190,0,3,1000865792,20367540224
2022-07-28 08:59:02.283199,0,0,1000865792,17794334720
2022-07-28 08:59:02.283203,0,2,1000865792,22292725760
2022-07-28 08:59:02.283212,0,4,1000865792,23850909696
2022-07-28 08:59:02.283378,0,7,1000865792,18062770176
2022-07-28 08:59:02.283676,0,6,1000865792,24654118912
