0,0,6476.1975857740035,3.305798053392209,2406.2881716907723,3427.8374398863525
6,0,6476.97100098402,3.080016949621495,2385.2514191239025,3437.5851858526003
7,0,6477.012248094019,3.4874880425049923,2458.7101838258677,3425.3990132084
4,0,6477.024899402983,3.2663938790210523,2398.6790057834587,3435.993104213907
3,0,6477.054323846009,2.9824377347831614,2372.736819295271,3432.673206417763
5,0,6477.062260056962,3.471598567964975,2435.301073160779,3426.333653400885
2,0,6477.069304059027,3.062283070757985,2385.554745936359,3433.462269839016
1,0,6477.084583938005,3.498190128360875,2424.012330656871,3423.5456335841445
1,1,7046.531976676022,3.291969219571911,3175.280053997354,3190.343261320784
0,1,7047.921502234996,2.8638364404905587,3206.5969207721646,3195.88923799817
7,1,7047.163589337957,3.173191981331911,3200.4909946621046,3194.2256679631537
6,1,7047.250048990012,2.9631403172388673,3189.4213656643988,3203.0121276247082
4,1,7047.202349601022,3.2167063737288117,3209.3859635869158,3193.4173698778613
5,1,7047.168858285993,3.295911458611954,3185.220269771293,3191.841318112274
3,1,7047.191873300995,2.9172107210033573,3181.956080772041,3197.1521485507255
2,1,7047.1788385970285,2.96963431162294,3202.205001510447,3199.572746767197
0,2,6160.822451846965,2.8436039783409797,2369.3963691286044,3202.504230587161
4,2,6161.261904896004,3.050942097674124,2380.762320320122,3200.035321313655
3,2,6161.27154642297,2.9023089841357432,2345.8809606743744,3202.8156097706524
2,2,6161.272761981003,2.9388972675660625,2375.572835276136,3204.291997753491
5,2,6161.315299614973,3.203660122700967,2357.1026334387716,3199.426519950677
7,2,6161.378683730029,3.107261687575374,2370.5005269772373,3199.7371277930797
6,2,6161.337155079993,2.868515352369286,2360.3695172513253,3211.0856909338036
1,2,6161.954390535015,3.128114545950666,2349.5684943029773,3199.544290367863
0,3,7157.945872568991,2.861456312763039,3205.118136934645,3200.371004610439
2,3,7157.952387453988,2.9333191478508525,3205.052779641701,3203.790685095475
5,3,7157.942580910982,2.918865305837244,3179.092963556235,3201.750986623112
7,3,7157.936056447972,3.331903233542107,3204.33936532354,3198.8844195310376
1,3,7157.923345641,2.952647249272559,3164.2879948870395,3199.0947785394965
6,3,7157.940629957011,2.955449639004655,3186.0588902208838,3209.4376633486245
3,3,7158.018872263958,2.9462718463037163,3181.985944676504,3201.5655306275003
4,3,7158.049081395031,3.1683700013672933,3209.7301322905114,3198.4120644801296
0,4,6252.168683621974,2.8287564164493233,2369.8917319877073,3213.7921469751163
3,4,6251.817286591046,2.8794294609688222,2353.749371892598,3214.5553198412526
1,4,6251.877274945029,3.371181895956397,2356.851310542668,3210.347561985196
2,4,6251.900682385021,2.9206097290152684,2372.4557260224246,3216.3065336272703
5,4,6251.925380615983,3.202999944682233,2353.0169205385027,3214.3682171694236
7,4,6251.926228825992,3.1958665588172153,2380.6074226669734,3212.0439518302446
4,4,6251.880261901009,3.1002463559852913,2385.3063087863848,3215.4512790935696
6,4,6251.920213250036,2.842235475720372,2362.9345402164618,3223.3761667884537
